# Generated from Météo-France radar-tables-decodage-20250515.zip
# code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
022220|meteoFranceLocal022220|double|FIRST NORMALISED POLAR CO-ORDINATE DERIVED FROM FOURIER COEFFICIENTS|NUMBER|2|0|7|NA|0|0
022221|meteoFranceLocal022221|double|SECOND NORMALISED POLAR CO-ORDINATE DERIVED FROM FOURIER COEFFICIENTS|NUMBER|2|0|7|NA|0|0
022222|meteoFranceLocal022222|double|NON-DIRECTIONAL SPECTRAL ESTIMATE OF FREQUENCY|M**2/HZ|2|0|20|NA|0|0
022223|meteoFranceLocal022223|double|NON-DIRECTIONAL SPECTRAL ESTIMATE OF WAVE NUMBER|M**3|2|2|20|NA|0|0
022224|meteoFranceLocal022224|double|DIRECTIONAL SPECTRAL ESTIMATE OF FREQUENCY|M**2/HZ/RAD|2|0|20|NA|0|0
022225|meteoFranceLocal022225|double|DIRECTIONAL SPECTRAL ESTIMATE OF WAVE NUMBER|M**4|2|0|20|NA|0|0
022226|meteoFranceLocal022226|long|TOTAL NUMBER OF BANDS|NUMERIC|0|0|7|NA|0|0
022227|meteoFranceLocal022227|long|DIRECTIONAL SPREAD OF INDIVIDUAL WAVES|DEGREE TRUE|0|0|8|NA|0|0
022228|meteoFranceLocal022228|table|INDICATEUR DE FOND|CODE TABLE|0|0|2|NA|0|0
022230|meteoFranceLocal022230|double|SEUIL DE DANGEROSITE PAR RAPPORT AU NIVEAUX MOYEN|m|2|-1000|12|NA|0|0
022231|meteoFranceLocal022231|double|HAUTEUR DES MAREES PAR RAPPORT AU NIVEAU MOYEN|m|2|-1000|12|NA|0|0
022232|meteoFranceLocal022232|double|SOMME DE LA MAREE ASTRONOMIQUE ET DE LA SURCOTE|m|2|-1000|12|NA|0|0
022233|meteoFranceLocal022233|double|SURCOTE-DECOTE PAR RAPPORT AU NIVEAU MOYEN|m|2|-1000|12|NA|0|0
022243|meteoFranceLocal022243|double|STANDARD DEVIATION SIGNIFICANT WAVE HEIGHT|m|2|0|10|NA|0|0
025192|meteoFranceLocal025192|table|METHODE DE COMPOSITION DANS LES ZONES DE RECOUVREMENT|Code table|0|0|8|NA|0|0
025193|meteoFranceLocal025193|double|NUMERO DE VERSION LOGICIELLE DU CALCULATEUR|NUMERIC|2|0|16|NA|0|0
025194|meteoFranceLocal025194|double|NUMERO DE VERSION DE COMPOSITE|NUMERIC|2|0|16|NA|0|0
025195|meteoFranceLocal025195|long|NUMERO DE VERSION DE CARTE UTILISEE POUR COMPOSITION|NUMERIC|0|0|8|NA|0|0
025196|meteoFranceLocal025196|table|METHODE DE CUMUL|Code table|0|0|8|NA|0|0
025197|meteoFranceLocal025197|long|NOMBRE D'IMAGES PRISES EN COMPTE|Numeric|0|0|24|NA|0|0
025198|meteoFranceLocal025198|long|NOMBRE DE PORTES PAR TIR|NUMERIC|0|0|16|NA|0|0
025199|meteoFranceLocal025199|table|METHODE D'INTEGRATION DISTANCE|CODE TABLE|0|0|4|NA|0|0
025200|meteoFranceLocal025200|table|METHODE D'INTEGRATION AZIMUT|CODE TABLE|0|0|4|NA|0|0
025207|meteoFranceLocal025207|double|CORRECTION D'INTENSITE DE PRECIPITATION|Kg/M**2|3|0|18|NA|0|0
025208|meteoFranceLocal025208|double|SAMPLING INTERVAL (TIME)|S|4|0|15|NA|0|0
025209|meteoFranceLocal025209|double|SAMPLING INTERVAL (SPACE)|M|2|0|12|NA|0|0
025210|meteoFranceLocal025210|double|FACTEUR DE CORRECTION GLOBAL (PLUIE PLUVIOMETRE)/(PLUIE RADAR)|Numeric|2|0|10|NA|0|0
025211|meteoFranceLocal025211|double|SEUIL DE REFLECTIVITE POUR LE CALCUL DES DEPLACEMENTS D'ECHOS RADAR|dBZ|0|0|7|NA|0|0
025212|meteoFranceLocal025212|long|SEUIL D'OCCURRENCE POUR LA DEFINITION DES ECHOS FIXES (%)|NUMERIC|0|0|7|NA|0|0
025213|meteoFranceLocal025213|long|SEUIL DE PRESENCE MINIMAL DES ECHOS FIXES POUR VALIDER L'IMAGE (%)|NUMERIC|0|0|7|NA|0|0
025214|meteoFranceLocal025214|double|SEUIL DE TEMPERATURE DES IMAGES SATELLITALES IR POUR LE FILTRAGE|K|1|0|12|NA|0|0
025215|meteoFranceLocal025215|double|MARGE DE TEMPERATURE POUR LE FILTRAGE IR|K|1|0|12|NA|0|0
025216|meteoFranceLocal025216|long|SEUIL DE RADIANCE DES IMAGES SATELLITALES VISIBLES POUR LE FILTRAGE|NUMERIC|0|0|8|NA|0|0
025217|meteoFranceLocal025217|table|MODE DE FONCTIONNEMENT DU FILTRAGE DES ECHOS NON METEOROLOGIQUES|CODE TABLE|0|0|3|NA|0|0
025218|meteoFranceLocal025218|table|CORRECTION PAR UN PROFIL VERTICAL DE REFLECTIVITE|CODE TABLE|0|0|4|NA|0|0
025219|meteoFranceLocal025219|table|METHODE D'ELABORATION DU MASQUE D'ECHOS FIXES|CODE TABLE|0|0|3|NA|0|0
025228|meteoFranceLocal025228|table|DATA USED FOR DIAGNOSTIC|CODE TABLE|0|0|5|NA|0|0
025229|meteoFranceLocal025229|string|METHOD USED TO DIAGNOSE THE NATURE OF A CLOUD SYSTEM|CCITTIA5|0|0|24|NA|0|0
026192|meteoFranceLocal026192|long|DUREE D'HUMECTATION|MINUTE|0|0|11|NA|0|0
030192|meteoFranceLocal030192|flag|MODE DE BALAYAGE|Flag table|0|0|8|NA|0|0
031192|meteoFranceLocal031192|long|FACTEUR SUPER ELARGI DE REPETITION DIFFERE DU DESCRIPTEUR|Numeric|0|0|32|NA|0|0
033192|meteoFranceLocal033192|table|FLAG DE QUALITE SUR PARAMETRE|CODE TABLE|0|0|3|NA|0|0
033193|meteoFranceLocal033193|table|ATTRIBUT DE LA VALEUR QUI SUIT|CODE TABLE|0|0|2|NA|0|0
033212|meteoFranceLocal033212|table|QUALITE DE LA MESURE DE PRESSION|CODE TABLE|0|0|2|NA|0|0
033213|meteoFranceLocal033213|table|QUALITE DU PARAMETRE TECHNOLOGI QUE(DEUXIEME VARIABLE DU PREMIERBLOC DE DONNEES CAPTEURS DES PLATES-FORMES ARGOS)|CODE TABLE|0|0|2|NA|0|0
033214|meteoFranceLocal033214|table|QUALITE DE LA MESURE DE LA TEMPERATURE DE L'EAU EN SURFACE|CODE TABLE|0|0|2|NA|0|0
033215|meteoFranceLocal033215|table|QUALITE DE LA MESURE DE LA TEMPERATURE DE L'AIR|CODE TABLE|0|0|2|NA|0|0
033216|meteoFranceLocal033216|table|QUALITE DES TRANSMISSIONS ENTRE LA BOUEE ET LE SATELLITE|CODE TABLE|0|0|2|NA|0|0
033217|meteoFranceLocal033217|table|QUALITE DE LA POSITION|CODE TABLE|0|0|2|NA|0|0
033218|meteoFranceLocal033218|table|INDICATEUR CONTROLE DE QUALITE  DES DONNEES RELATIVES A LA POSI TION|CODE TABLE|0|0|3|NA|0|0
033219|meteoFranceLocal033219|table|INDICATEUR CONTROLE DE QUALITE  DES DONNEES RELATIVES A L'HEURE|CODE TABLE|0|0|3|NA|0|0
033220|meteoFranceLocal033220|table|INDICATEUR CONTROLE DE QUALITE  DES DONNEES METEOROLOGIQUES|CODE TABLE|0|0|3|NA|0|0
033221|meteoFranceLocal033221|table|INDICATEUR DE POSITION DU GROUPE|CODE TABLE|0|0|4|NA|0|0
033222|meteoFranceLocal033222|table|INDICATEUR CONTROLE DE QUALITE  DES DONNEES MARINES|CODE TABLE|0|0|3|NA|0|0
033223|meteoFranceLocal033223|table|INDICATEUR DE CONTROLE DE QUALI TE DES DONNEES RELATIVES AUX PROFILS DE TEMPERATURE ET DE SALINITE|CODE TABLE|0|0|3|NA|0|0
033224|meteoFranceLocal033224|table|INDICATEUR CONTROLE DE QUALITE  DES DONNEES RELATIVES AUX PROFILS DES COURANTS|CODE TABLE|0|0|3|NA|0|0
033230|meteoFranceLocal033230|table|SPATIAL QUALITY INDICATOR OF THE CLOUD SYSTEM|CODE TABLE|0|0|3|NA|0|0
033231|meteoFranceLocal033231|table|TEMPORAL QUALITY INDICATOR OF THE TRACKING OF THE CLOUD SYSTEM|CODE TABLE|0|0|4|NA|0|0
033232|meteoFranceLocal033232|table|QUALITY INDICATOR OF THE HEIGHT OF TOP OF THE CLOUD SYSTEM|CODE TABLE|0|0|3|NA|0|0
033233|meteoFranceLocal033233|long|DEGRE DE CONFIANCE ASSOCIE AU PARAMETRE DEFINI PAR L'INTERVALLE QUI SUIT|%|0|0|7|NA|0|0
033234|meteoFranceLocal033234|long|PROBABILITE D'ORAGE|%|0|0|7|NA|0|0
033235|meteoFranceLocal033235|long|PROBABILITE DE PLUIE FAIBLE|%|0|0|7|NA|0|0
033236|meteoFranceLocal033236|long|PROBABILITE DE PLUIE MODEREE|%|0|0|7|NA|0|0
033237|meteoFranceLocal033237|long|PROBABILITE DE PLUIE FORTE|%|0|0|7|NA|0|0
035192|meteoFranceLocal035192|long|NUMERO DE L'AMENDEMENT|NUMERIC|0|0|7|NA|0|0
048192|meteoFranceLocal048192|long|BIT DE CALAGE|Numeric|0|0|1|NA|0|0
049192|meteoFranceLocal049192|table|CQ INTEGRITE DU MESSAGE|CODE TABLE|0|0|4|NA|0|0
049193|meteoFranceLocal049193|table|CODE DE QUALITE ARRET-PANNE|Code table|0|0|4|NA|0|0
049194|meteoFranceLocal049194|table|CODE DE QUALITE ETALONNAGE|Code table|0|0|4|NA|0|0
049195|meteoFranceLocal049195|table|CODE DE QUALITE ELIMINATEUR D'ECHOS FIXES|Code table|0|0|4|NA|0|0
049196|meteoFranceLocal049196|table|CQ CONTROLE TEMPOREL|CODE TABLE|0|0|4|NA|0|0
049197|meteoFranceLocal049197|table|CQ CONTROLE SPATIAL|CODE TABLE|0|0|4|NA|0|0
049198|meteoFranceLocal049198|table|CQ CONTROLE DE COHERENCE ECHOS FIXES|CODE TABLE|0|0|4|NA|0|0
049199|meteoFranceLocal049199|table|CQ COMPARAISON AVEC LES DONNEES SATELLITAIRES|CODE TABLE|0|0|4|NA|0|0
049201|meteoFranceLocal049201|table|CODE DETECTION DE PROPAGATION ANORMALE|Code table|0|0|4|NA|0|0
049204|meteoFranceLocal049204|long|STATUT DE LA DONNEE|%|0|0|8|NA|0|0
049209|meteoFranceLocal049209|table|CODE POUR L'UNITE DE MESURE DE LA LAME D'EAU|Code table|0|0|8|NA|0|0
049210|meteoFranceLocal049210|table|NUMERO DE PVR|Code table|0|0|2|NA|0|0
049211|meteoFranceLocal049211|table|CPTQ IMAGES EMISES PAR LE CALCULATEUR RADAR|CODE TABLE|0|0|16|NA|0|0
049212|meteoFranceLocal049212|table|CPTQ IMAGES RECUES PAR LE CONCENTRATEUR|CODE TABLE|0|0|16|NA|0|0
049213|meteoFranceLocal049213|table|CPTQ IMAGES EMISES PAR LE CONCENTRATEUR RADAR|CODE TABLE|0|0|16|NA|0|0
049214|meteoFranceLocal049214|table|CPTQ IMAGES RECUES PAR LE SYSTEME DE DIFFUSION|CODE TABLE|0|0|16|NA|0|0
049215|meteoFranceLocal049215|table|CPTQ IMAGES EMISES PAR LE SYSTEME DE DIFFUSION|CODE TABLE|0|0|16|NA|0|0
049216|meteoFranceLocal049216|table|CPTQ IMAGES RECUES PAR LA MACHINE D'ARCHIVAGE|CODE TABLE|0|0|16|NA|0|0
049220|meteoFranceLocal049220|long|ALTITUDE DE L'ISOTHERME 0 DEGRE DU PVR|m|-2|0|7|NA|0|0
049221|meteoFranceLocal049221|double|TAUX DE DECROISSANCE DU PVR AU DESSUS DE L'ISOTHERME 0 DEGRE|dB/km|1|-100|7|NA|0|0
049222|meteoFranceLocal049222|long|LARGEUR DE LA BANDE BRILLANTE DU PVR|m|-2|0|5|NA|0|0
049223|meteoFranceLocal049223|double|FACTEUR DU RENFORCEMENT DU PVR|Numeric|1|0|7|NA|0|0
055192|meteoFranceLocal055192|table|FILTRAGE ELEPHANT|CODE TABLE|0|0|2|NA|0|0
055193|meteoFranceLocal055193|double|COEFFICIENT PC_RASSUR DU FILTRE ELEPHANT|NUMERIC|2|0|9|NA|0|0
055194|meteoFranceLocal055194|double|COEFFICIENT PC_ECART DU FILTRE ELEPHANT|NUMERIC|2|0|9|NA|0|0
055195|meteoFranceLocal055195|long|SEUIL (% D'OCCURRENCE) DE CARACTERISATION DES ECHOS FIXES|NUMERIC|0|0|8|NA|0|0
055196|meteoFranceLocal055196|long|NOMBRE DE PIXELS DETECTES ABERRANTS|NUMERIC|0|0|20|NA|0|0
055197|meteoFranceLocal055197|long|NOMBRE DE PIXELS TRAITES PAR LE FILTRE (VALEUR > SEUIL DE TRAITEMENT)|NUMERIC|0|0|20|NA|0|0
055198|meteoFranceLocal055198|double|SEUIL DE TRAITEMENT DU FILTRE|mm|1|0|16|NA|0|0
055199|meteoFranceLocal055199|double|POURCENTAGE (EN NOMBRE) DES VALEURS SUPPRIMEES PAR LE FILTRE|NUMERIC|1|0|9|NA|0|0
055200|meteoFranceLocal055200|table|SIGNALISATION DES VALEURS ABERRANTES DETECTEES PAR LE FILTRE|CODE TABLE|0|0|3|NA|0|0
055201|meteoFranceLocal055201|long|VALEUR DE SIGNALISATION DES PIXELS ABERRANTS|NUMERIC|0|0|16|NA|0|0
055202|meteoFranceLocal055202|long|BIT DE SIGNALISATION DES PIXELS ABERRANTS|NUMERIC|0|0|5|NA|0|0
055203|meteoFranceLocal055203|table|ETAT DE L'ELIMINATEUR D'ECHOS FIXES LORS DE LA CONSTITUTION DU MASQUE D'ECHOS FIXES|CODE TABLE|0|0|4|NA|0|0
055204|meteoFranceLocal055204|double|SITE UTILISE LORS DE LA CONSTITUTION DU MASQUE D'ECHOS FIXES|Degree|2|0|15|NA|0|0
055205|meteoFranceLocal055205|long|PORTEE UTILISEE LORS DE LA CONSTITUTION DU MASQUE D'ECHOS FIXES|m|-3|0|16|NA|0|0
055206|meteoFranceLocal055206|long|NOMBRE DE PORTES PAR TIR|NUMERIC|0|0|16|NA|0|0
055207|meteoFranceLocal055207|long|NOMBRE DE TIRS INTEGRES|m|0|0|16|NA|0|0
055208|meteoFranceLocal055208|long|NOMBRE DE TIRS DANS L'IMAGE|NUMERIC|0|0|16|NA|0|0
055209|meteoFranceLocal055209|double|ANGLE DE SITE REEL MOYEN SUR LA PERIODE DE CUMUL|Degree|2|-9000|15|NA|0|0
055210|meteoFranceLocal055210|long|ANNEE DE FIN DE CONSTITUTION DU MASQUE D'ECHOS FIXES|Year|0|0|12|NA|0|0
055211|meteoFranceLocal055211|long|MOIS DE FIN DE CONSTITUTION DU MASQUE D'ECHOS FIXES|Month|0|0|4|NA|0|0
055212|meteoFranceLocal055212|long|JOUR DE FIN DE CONSTITUTION DU MASQUE D'ECHOS FIXES|Day|0|0|6|NA|0|0
055213|meteoFranceLocal055213|long|HEURE DE FIN DE CONSTITUTION DU MASQUE D'ECHOS FIXES|Hour|0|0|5|NA|0|0
055214|meteoFranceLocal055214|long|MINUTE DE FIN DE CONSTITUTION DU MASQUE D'ECHOS FIXES|Minute|0|0|6|NA|0|0
055215|meteoFranceLocal055215|long|SECONDE DE FIN DE CONSTITUTION DU MASQUE D'ECHOS FIXES|Second|0|0|6|NA|0|0
055216|meteoFranceLocal055216|long|DUREE DE CONSTITUTION DU MASQUE D'ECHOS FIXES (JOURS)|Day|0|-1024|11|NA|0|0
055217|meteoFranceLocal055217|long|DUREE DE CONSTITUTION DU MASQUE D'ECHOS FIXES (HEURES)|Hour|0|-1024|11|NA|0|0
055218|meteoFranceLocal055218|long|DUREE DE CONSTITUTION DU MASQUE D'ECHOS FIXES (MINUTES)|Minute|0|-2048|12|NA|0|0
055219|meteoFranceLocal055219|string|NOM DU FICHIER CONTENANT LE MASQUE D'ECHOS FIXES|CCITTIA5|0|0|80|NA|0|0
055220|meteoFranceLocal055220|long|DUREE UTILISEE POUR LE CALCUL DUPROFIL VERTICAL DE REFLECTIVITE|Minute|0|-2048|12|NA|0|0
055221|meteoFranceLocal055221|long|POURCENTAGE D'IMAGES VALIDES NECESSAIRE AU CALCUL DU PROFIL VERTICAL DE REFLECTIVITE|NUMERIC|0|0|8|NA|0|0
055222|meteoFranceLocal055222|double|SEUIL DE REFLECTIVITE UTILISE POUR LE CALCUL DU CHAMP DE DEPLACEMENT|dBZ|0|-64|7|NA|0|0
055223|meteoFranceLocal055223|long|POURCENTAGE MINIMUM (ECHOS FIXES PRESENTS/ECHOS FIXES ATTENDUS) POUR VALIDER L'IMAGE|NUMERIC|0|0|8|NA|0|0
055224|meteoFranceLocal055224|double|FACTEUR DE CORRECTION (REFLECTIVITE SOL/REFLECTIVITE A L'ALTITUDE DE MESURE)|NUMERIC|2|0|16|NA|0|0
055225|meteoFranceLocal055225|double|CORRECTION DE REFLECTIVITE|dBZ|1|-64|12|NA|0|0
055226|meteoFranceLocal055226|table|SIGNALISATION DES VALEURS MODIFIEES|CODE TABLE|0|0|3|NA|0|0
055227|meteoFranceLocal055227|long|VALEUR DE SIGNALISATION DES PIXELS MODIFIEES|NUMERIC|0|0|16|NA|0|0
055228|meteoFranceLocal055228|long|BIT DE SIGNALISATION DES PIXELS MODIFIEES|NUMERIC|0|0|5|NA|0|0
055229|meteoFranceLocal055229|double|FACTEUR DE LA LOI EXPRIMANT A (ATTENUATION) EN FONCTION DE Z (REFLECTIVITE)|NUMERIC|7|0|10|NA|0|0
055230|meteoFranceLocal055230|double|EXPOSANT DE LA LOI EXPRIMANT A (ATTENUATION) EN FONCTION DE Z (REFLECTIVITE)|NUMERIC|2|0|8|NA|0|0
055231|meteoFranceLocal055231|long|NOMBRE D'IMAGES CUMULEES LORS DE LA CONSTITUTION DU MASQUE D'ECHOS FIXES|NUMERIC|0|0|16|NA|0|0
055232|meteoFranceLocal055232|table|MODE DE CONSTITUTION DU MASQUE D'ECHOS FIXES|CODE TABLE|0|0|3|NA|0|0
055233|meteoFranceLocal055233|long|LONGUEUR DE LA PORTE DISTANCE APRES INTEGRATION|m|0|0|16|NA|0|0
